,CandidateID,Designation,Graduation,Qualification,Experience,Industry,Previous_Organizations,Incentive,Source,Ticket_Size,Family_Members,Earning_Members,Dependent_Members,Department,DOJ,Location,R_Pincode,B_Pincode,Performance,current / saving account [casa],current account â saving account/others,msme / sme loan,housing loan,others,used car loan,personal loan,fmcg,loan against property/ secured business loan,car loan / used car loan,unsecure business loan,Days_passed,R_District,R_Region,R_State,B_District,B_Region,B_State,Distance_Kilometers,R_Population,R_Density,B_Population,B_Density,Company_1,Company_2,assamese,bengali,gujarati,hindi,kannada,kashmiri,konkani,malayalam,manipuri,marathi,nepali,oriya,punjabi,sanskrit,english,sindhi,tamil,telugu,urdu,bodo,santhali,maithili,dogri,Skill,Skill_count
111,emp0524,dst,full time,post graduate,4.7,banking,2.0,12000,advertisement / job portal,1000000,6,5.0,2,affordable housing,2023-04-05,6455,444907,445204.0,0,1,0,0,0,0,0,1,0,0,0,0,371,amravati,nagpur region,maharashtra,yavatmal,nagpur region,maharashtra,187.0605084517224,2887826.0,237.0,2775457.0,204.0,ICICI_Bank,icicibank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ip', 'sales', 'retail banking', 'analysis', 'banking', 'loans', 'retail']",7
112,emp0674,dst,full time,graduate,5.0,banking,2.0,12000,referral,350000,4,1.0,1,mass affluent housing,2023-02-01,6019,506164,506001.0,0,0,0,0,1,1,0,0,0,0,0,0,434,warangal rural,hyderabad region,telangana,warangal urban,hyderabad region,telangana,26.193450456430234,,,,,IDFC_First_Bank,idfcfirstbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['direct sales', 'negotiation', 'ip', 'sales', 'microsoft office', 'communication']",6
113,emp0811,dst,full time,graduate,0.0,others,0.0,5000,external consultant,1500000,4,,2,sales,2024-01-19,6043,641039,641012.0,1,0,0,0,0,0,0,1,0,0,0,0,82,coimbatore,"western region, coimbatore",tamil nadu,coimbatore,"western region, coimbatore",tamil nadu,-1.0,3472578.0,748.0,3472578.0,748.0,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['marketing', 'ip', 'sales', 'customer service', 'loans', 'communication', 'ssis']",7
114,emp0587,dst,full time,post graduate,5.5,nbfc,6.0,5000,direct application,2000000,6,1.0,3,secured business loan,2023-05-29,6248,251002,250001.0,1,0,0,1,1,0,0,0,0,0,0,0,317,muzaffarnagar,bareilly region,uttar pradesh,meerut,bareilly region,uttar pradesh,65.33768133780576,4138605.0,1033.0,3447405.0,1342.0,Poonawalla_Fincorp,careratings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'sales', 'financial services', 'customer relations', 'insurance', 'training', 'communication', nan]",11
115,emp0084,dst,full time,graduate,5.0,nbfc,6.0,5000,others,1000000,2,1.0,2,affordable housing,2023-11-24,6455,445206,445204.0,1,0,0,1,1,0,0,0,0,0,0,0,138,yavatmal,nagpur region,maharashtra,yavatmal,nagpur region,maharashtra,39.81155866605827,2775457.0,204.0,2775457.0,204.0,aadharhousing,aadharhousing,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'credit', 'ssis', nan]",4
116,emp0301,dst,full time,under graduate,5.0,nbfc,2.0,12000,referral,350000,4,1.0,4,mass affluent housing,2022-10-11,6050,630001,630002.0,0,0,0,1,0,0,0,0,0,0,0,0,547,sivaganga,"southern region, madurai",tamil nadu,sivaganga,"southern region, madurai",tamil nadu,0.8833420034207963,1341250.0,324.0,1341250.0,324.0,fivestargroup,fivestargroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'sales', nan, 'hotel management']",7
117,emp0091,dst,full time,post graduate,4.0,nbfc,4.0,5000,referral,2000000,4,2.0,4,affordable housing,2023-12-15,6057,628213,628008.0,1,0,0,0,1,0,0,0,0,0,0,0,117,tuticorin,"southern region, madurai",tamil nadu,tuticorin,"southern region, madurai",tamil nadu,46.43401540228831,,,,,veritasfin,veritasfin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'government', 'finance', 'marketing', 'ip', 'sales', 'financial services', 'analysis', 'credit', 'banking', 'customer service', 'loans', 'sourcing', 'business development', nan]",15
118,emp0421,dst,full time,post graduate,3.0,banking,2.0,12000,advertisement / job portal,2000000,6,3.0,1,affordable housing,2021-11-10,6246,247001,248001.0,1,0,0,0,1,0,0,0,0,0,0,0,882,saharanpur,bareilly region,uttar pradesh,dehradun,divreportingcircle,uttarakhand,63.82692494330934,3464228.0,939.0,1698560.0,550.0,HDFC_Bank,Housing_Development_Finance_Corporation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'marketing', 'ip', 'sales', 'customer relations', 'customer relationship management', 'life insurance', 'ehr', 'insurance', 'communication']",10
119,emp0733,dst,,,,others,,12000,external consultant,1500000,4,,3,mass affluent housing,2022-10-17,6081,562149,560092.0,1,0,0,0,1,0,0,0,0,0,0,0,541,bengaluru urban,bengaluru hq region,karnataka,bengaluru urban,bengaluru hq region,karnataka,9.228464716339875,,,,,Naan,Naan,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['ip', 'airlines', 'loans', 'communication', nan]",5
120,emp0013,dst,full time,graduate,1.0,others,0.0,5000,direct application,350000,4,0.0,4,secured business loan,2023-02-27,6272,132024,132001.0,0,0,0,1,0,0,0,0,0,0,0,0,408,karnal,divreportingcircle,haryana,karnal,divreportingcircle,haryana,24.568425491863977,1506323.0,598.0,1506323.0,598.0,Laxmi_Chand_Gupta,justdial,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['communication'],1
121,emp0222,dst,full time,post graduate,5.0,banking,2.0,5000,referral,150000,4,1.0,3,sales,2022-12-15,6058,638313,638011.0,0,0,0,0,0,0,1,0,0,0,0,0,482,erode,"western region, coimbatore",tamil nadu,erode,"western region, coimbatore",tamil nadu,-1.0,2259608.0,397.0,2259608.0,397.0,HDFC_Bank,%E0%A4%8F%E0%A4%9A%E0%A4%A1%E0%A5%80%E0%A4%8F%E0%A4%AB%E0%A4%B8%E0%A5%80_%E0%A4%AC%E0%A5%88%E0%A4%82%E0%A4%95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'finance', 'ip', 'sales', 'credit', 'communication', nan]",7
122,emp0487,dst,full time,post graduate,1.0,nbfc,2.0,12000,direct application,2000000,4,1.0,3,mass affluent housing,2022-08-29,6229,474010,474011.0,1,0,0,1,1,0,0,0,0,0,0,0,590,gwalior,divreportingcircle,madhya pradesh,gwalior,divreportingcircle,madhya pradesh,8.017171049359666,2030543.0,445.0,2030543.0,445.0,Tata_Capital,tatacapital,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'sales', 'microsoft word', 'analysis', 'customer relations', 'inventory management', 'leadership', nan]",11
123,emp0615,dst,full time,post graduate,3.0,others,2.0,5000,consultant / partners,350000,4,4.0,0,affordable housing,2022-06-10,6356,786001,786001.0,0,0,0,0,0,1,0,0,1,0,0,0,670,dibrugarh,dibrugarh region,assam,dibrugarh,dibrugarh region,assam,-1.0,1327748.0,393.0,1327748.0,393.0,linkedin,dharmalife,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'marketing', 'ip', 'sales', 'project management', 'lighting', 'analysis', 'food', 'data analysis', 'sales management']",10
124,emp0608,dst,full time,graduate,5.0,nbfc,4.0,5000,advertisement / job portal,150000,4,2.0,3,mass affluent housing,2022-03-11,6147,400043,,0,1,0,0,0,0,0,0,1,0,0,0,761,mumbai suburban,mumbai region,maharashtra,unknown,unknown,unknown,-1.0,9332481.0,21000.0,,,Mahindra_%26_Mahindra_Financial_Services_Limited,mahindrafinance,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['financial services', nan]",2
125,emp0924,dst,,,0.0,nbfc,0.0,12000,external consultant,1500000,6,,3,business loans,2023-05-15,2050,609118,600017.0,1,0,0,0,0,0,0,0,0,0,0,1,331,mayiladuthurai,"central region, trichirapalli",tamil nadu,chennai,chennai city region,tamil nadu,-1.0,918356.0,784.0,7139882.0,17000.0,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'ip', 'time management', 'engineering', nan]",5
126,emp0877,dst,,,,nbfc,,5000,referral,50000,6,,4,sales,2021-01-11,6115,380001,380009.0,0,0,0,0,0,0,1,0,0,0,0,0,1185,ahmadabad,ahmedabad hq region,gujarat,ahmadabad,ahmedabad hq region,gujarat,3.713007328702528,,,,,Naan,Naan,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'research', 'public relations', 'credit', 'market research', 'food', nan]",9
127,emp0750,dst,,,,nbfc,,12000,referral,1500000,6,,2,affordable housing,2022-11-21,6173,400066,400068.0,0,0,0,0,1,0,0,0,0,0,0,0,506,mumbai suburban,mumbai region,maharashtra,mumbai suburban,mumbai region,maharashtra,2.312040891024588,9332481.0,21000.0,9332481.0,21000.0,Naan,Naan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'sales', nan]",3
128,emp0725,dst,full time,graduate,5.916666667,nbfc,4.0,20000,external consultant,1500000,4,,2,mass affluent housing,2020-07-12,2088,401107,400063.0,0,0,0,0,1,0,0,0,0,0,0,0,1368,thane,navi mumbai region,maharashtra,mumbai suburban,mumbai region,maharashtra,15.174261938564015,8070032.0,1915.0,9332481.0,21000.0,Naan,Naan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'marketing', 'ip', 'sales', 'customer service', 'loans', nan, 'advertising']",8
129,emp0181,dst,full time,graduate,16.0,banking,2.0,8000,referral,350000,2,0.0,2,sales,2022-05-09,6035,600099,600010.0,1,0,0,0,0,0,1,0,0,0,0,0,702,chennai,chennai city region,tamil nadu,chennai,chennai city region,tamil nadu,5.736530404073685,7139882.0,17000.0,7139882.0,17000.0,Poonawalla_Fincorp,poonawallafincorp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['government', 'finance', 'sales', 'credit', 'ssis', nan]",6
130,emp0334,dst,full time,graduate,8.0,nbfc,0.0,20000,referral,150000,4,2.0,2,affordable housing,2022-02-28,6063,676319,673001.0,1,0,0,0,1,0,0,0,0,0,0,0,772,malappuram,calicut region,kerala,kozhikode,calicut region,kerala,21.131688862639468,4110956.0,1058.0,3089543.0,1318.0,Axis_Bank,%E0%A4%90%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A4%BF%E0%A4%B8_%E0%A4%AC%E0%A5%88%E0%A4%82%E0%A4%95,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'credit', 'communication', nan]",5
131,emp0779,dst,,,,others,,20000,external consultant,1500000,6,,0,affordable housing,2023-06-15,6266,140301,160022.0,0,0,0,0,1,0,0,0,0,0,0,0,300,s.a.s nagar,divreportingcircle,punjab,chandigarh,divreportingcircle,chandigarh,12.040195184360757,,,1055450.0,9258.0,Naan,Naan,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"['ip', 'leadership', 'communication', nan]",4
132,emp0296,dst,full time,graduate,6.0,banking,4.0,12000,referral,150000,2,1.0,2,mass affluent housing,2023-09-14,6410,600082,600054.0,0,0,0,1,1,0,0,0,0,0,0,0,209,chennai,chennai city region,tamil nadu,thiruvallur,chennai city region,tamil nadu,12.971094884756637,7139882.0,17000.0,,,HDFC_Bank,Housing_Development_Finance_Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'marketing', 'ip', 'engineering', 'sales', 'banking', 'loans', 'brokers', 'cold calling', nan]",10
133,emp0511,dst,full time,graduate,10.0,banking,2.0,12000,referral,1000000,6,1.0,5,affordable housing,2023-03-13,6149,421301,421501.0,0,0,0,0,1,1,0,0,0,0,0,0,394,thane,navi mumbai region,maharashtra,thane,navi mumbai region,maharashtra,25.25645607039945,8070032.0,1915.0,8070032.0,1915.0,HDFC_Bank,hdfcbank,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'marketing', 'sales', 'hospitality', 'banquets', 'credit', 'banking', 'floor plans', 'loans', 'training', 'communication', nan, 'catering']",13
134,emp0535,dst,part time,graduate,2.0,others,2.0,20000,consultant / partners,50000,6,3.0,3,budget housing,2022-08-18,6266,160014,160022.0,0,0,0,0,0,1,0,0,1,0,0,0,601,chandigarh,divreportingcircle,chandigarh,chandigarh,divreportingcircle,chandigarh,5.098503224532164,1055450.0,9258.0,1055450.0,9258.0,Reliance_Industries,indiatimes,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"['marketing', 'sales', 'retail']",3
135,emp0485,dst,full time,post graduate,5.0,banking,4.0,5000,referral,350000,6,3.0,2,affordable housing,2022-12-07,6238,452009,452010.0,0,1,0,0,0,0,0,1,0,0,0,0,490,indore,indore region,madhya pradesh,indore,indore region,madhya pradesh,9.103586030307024,3272335.0,839.0,3272335.0,839.0,Jana_Small_Finance_Bank,janabank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'general insurance', 'finance', 'marketing', 'ip', 'sales', 'research', 'customer relations', 'credit', 'banking', 'customer service', 'sales management', 'customer relationship management', 'microsoft office', 'life insurance', 'insurance', 'retail', 'business development', 'communication', 'ssis', nan, 'customer satisfaction']",22
136,emp0011,dst,full time,graduate,2.0,nbfc,2.0,12000,consultant / partners,2000000,6,0.0,5,affordable housing,2023-02-20,6365,221309,122001.0,0,0,0,1,0,1,0,0,0,0,0,0,415,bhadohi,varanasi region,uttar pradesh,gurugram,divreportingcircle,haryana,629.5422462900755,1554203.0,1531.0,1514085.0,1241.0,Paisabazaar,paisabazaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['marketing', 'ip', 'analysis', nan]",4
137,emp0809,dst,full time,graduate,7.4725,others,2.0,20000,external consultant,350000,6,,4,affordable housing,2022-07-25,6306,201009,201002.0,0,0,0,0,1,0,0,0,0,0,0,0,625,gautam buddha nagar,lucknow  hq region,uttar pradesh,ghaziabad,lucknow  hq region,uttar pradesh,3.555626396273108,1674714.0,1252.0,4661452.0,3967.0,Naan,Naan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['marketing', 'ip', 'engineering', 'sales', 'lighting', 'strategy', 'retail', 'training', 'business development', 'communication']",10
138,emp0912,dst,,,,nbfc,,12000,referral,1500000,4,,2,affordable housing,2022-03-10,6083,581348,560069.0,0,0,0,0,1,0,0,0,0,0,0,0,762,uttara kannada,north karnataka region,karnataka,unknown,unknown,unknown,365.1849053518639,1353299.0,132.0,,,Naan,Naan,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['powerpoint', 'ip', 'sales', 'retail banking', 'credit analysis', 'analysis', 'customer relations', 'tax', 'credit', 'banking', 'customer service', 'loans', 'retail', nan]",14
139,emp0061,dst,full time,graduate,7.0,nbfc,4.0,5000,direct application,1000000,6,0.0,6,sales,2023-11-24,6307,123401,123401.0,1,0,0,0,0,0,1,0,0,0,0,0,138,rewari,divreportingcircle,haryana,rewari,divreportingcircle,haryana,-1.0,896129.0,562.0,896129.0,562.0,Tata_Capital,tatacapital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'customer relations', 'e learning', 'credit', 'customer service', 'retail', 'training', 'business process', 'sourcing', 'business development', nan]",13
140,emp0410,dst,full time,post graduate,7.0,banking,4.0,12000,referral,2000000,4,1.0,2,mass affluent housing,2022-12-19,6219,700036,700029.0,0,0,0,0,1,0,0,0,0,0,0,0,478,24 paraganas north,kolkata region,west bengal,kolkata,kolkata region,west bengal,18.375389940501105,,,4486679.0,24252.0,ICICI_Bank,icicibank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['key account management', 'management', 'agriculture', 'ip', 'sales', 'research', 'customer relations', 'strategic planning', 'market research', 'liability', 'insurance', 'retail', 'account management', 'business development', nan]",15
141,emp0499,dst,full time,graduate,5.0,banking,4.0,8000,referral,350000,6,1.0,1,sales,2023-04-13,6214,834010,834001.0,1,0,0,0,0,1,0,1,0,0,0,0,363,ranchi,divreportingcircle,jharkhand,ranchi,divreportingcircle,jharkhand,6.500688483974145,2912022.0,572.0,2912022.0,572.0,pramericalife,Primerica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['sales'],1
142,emp0292,dst,full time,graduate,4.0,nbfc,2.0,12000,referral,350000,4,2.0,0,sales,2022-12-09,6043,641104,641012.0,0,0,0,0,0,0,0,1,0,0,0,0,488,coimbatore,"western region, coimbatore",tamil nadu,coimbatore,"western region, coimbatore",tamil nadu,24.66292495963116,3472578.0,748.0,3472578.0,748.0,Poonawalla_Fincorp,alquds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,"['sales', nan]",2
143,emp0858,dst,full time,post graduate,13.08333333,others,4.0,0,referral,0,4,,2,secured business loan,2023-05-12,6043,641026,641012.0,0,0,0,0,0,0,0,0,0,1,0,0,334,coimbatore,"western region, coimbatore",tamil nadu,coimbatore,"western region, coimbatore",tamil nadu,3.692095568148592,3472578.0,748.0,3472578.0,748.0,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'sales', 'analysis', 'html', 'business development', nan, 'etl']",10
144,emp0522,dst,full time,post graduate,3.8,others,2.0,5000,advertisement / job portal,350000,2,0.0,2,sales,2022-08-22,6325,534239,534201.0,1,0,0,0,1,1,0,0,0,0,0,0,597,west godavari,vijayawada region,andhra pradesh,west godavari,vijayawada region,andhra pradesh,8.94103398849471,1780000.0,817.3,1780000.0,817.3,Jio,%E0%A4%9C%E0%A4%BF%E0%A4%AF%E0%A5%8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,['ip'],1
145,emp0602,dst,full time,graduate,3.5,others,4.0,5000,referral,0,4,2.0,3,sales,2023-11-05,6118,388560,388001.0,0,1,0,0,0,1,0,0,0,0,0,0,157,anand,vadodara region,gujarat,anand,vadodara region,gujarat,-1.0,2090276.0,711.0,2090276.0,711.0,quesscorp,%E0%A4%95%E0%A5%81%E0%A4%8F%E0%A4%B8_%E0%A4%95%E0%A5%89%E0%A4%B0%E0%A5%8D%E0%A4%AA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['accounting', 'management', 'powerpoint', 'finance', 'marketing', 'ip', 'sales', 'research', 'communication', 'ssis', nan]",11
146,emp0575,dst,full time,graduate,5.0,nbfc,2.0,8000,referral,150000,4,1.0,2,affordable housing,2023-06-03,6215,781025,781007.0,0,0,0,0,0,1,0,0,1,0,0,0,312,kamrup metro,divreportingcircle,assam,kamrup metro,divreportingcircle,assam,2.89934550788224,,,,,Bharat_Financial_Inclusion,co,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'finance', 'marketing', 'ip', 'market development', 'sales', 'troubleshooting', 'banking', 'customer service', 'portfolio management', 'sourcing', 'business development', nan]",13
147,emp0170,dst,full time,graduate,5.0,non nbfc,2.0,12000,referral,2000000,2,1.0,2,budget housing,2023-11-24,6039,600048,600045.0,1,0,0,0,1,0,0,0,0,0,0,0,138,chengalpattu,chennai city region,tamil nadu,chengalpattu,chennai city region,tamil nadu,2.061244320270817,2556244.0,868.0,2556244.0,868.0,ruloans,ambitionbox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['ip', 'public speaking']",2
148,emp0667,dst,full time,others,3.0,banking,2.0,0,referral,1000000,6,3.0,2,affordable housing,2022-10-27,6230,473660,473781.0,0,1,0,0,1,0,0,0,0,0,0,0,531,shivpuri,divreportingcircle,madhya pradesh,shivpuri,divreportingcircle,madhya pradesh,-1.0,1725818.0,168.0,1725818.0,168.0,ICICI_Bank,icicibank,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"['management', 'sales', 'teaching']",3
149,emp0583,dst,full time,graduate,0.0,others,0.0,0,advertisement / job portal,0,6,0.0,4,affordable housing,2022-03-14,6006,535003,535003.0,1,0,0,0,1,1,0,0,0,0,0,0,758,vizianagaram,visakhapatnam region,andhra pradesh,vizianagaram,visakhapatnam region,andhra pradesh,-1.0,1930800.0,468.41,1930800.0,468.41,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['ip', 'engineering', 'leadership', 'autocad', 'communication']",5
150,emp0333,dst,full time,graduate,2.3,nbfc,2.0,5000,referral,1000000,2,1.0,1,affordable housing,2023-06-15,6065,671321,671121.0,0,0,0,1,1,0,0,0,0,0,0,0,300,kasaragod,calicut region,kerala,kasaragod,calicut region,kerala,12.63013181742144,1302600.0,654.0,1302600.0,654.0,maben,maben,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['ip', 'sales', 'leadership', 'communication', 'ssis']",5
151,emp0341,dst,full time,graduate,4.0,insurance,2.0,12000,direct application,2000000,6,0.0,4,affordable housing,2020-11-11,2092,122001,122016.0,0,0,0,0,0,1,0,0,0,0,0,0,1246,gurugram,divreportingcircle,haryana,gurugram,divreportingcircle,haryana,5.620268921324144,1514085.0,1241.0,1514085.0,1241.0,Housing_Development_Finance_Corporation,hdfcsales,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['negotiation', 'management', 'finance', 'marketing', 'ip', 'sales', 'financial services', 'credit', 'insurance', 'business development', 'communication', 'ssis', nan]",13
152,emp0342,dst,full time,under graduate,3.0,banking,2.0,12000,referral,150000,4,2.0,2,affordable housing,2022-08-18,6046,625001,625002.0,0,0,0,0,0,0,0,0,0,0,0,0,601,madurai,"southern region, madurai",tamil nadu,madurai,"southern region, madurai",tamil nadu,7.25485197146189,3191038.0,823.0,3191038.0,823.0,ICICI_Bank,icicibank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['ip', 'sales', 'microsoft office']",3
153,emp0536,dst,full time,others,1.0,nbfc,2.0,12000,campus,1000000,4,2.0,2,mass affluent housing,2022-01-17,6008,533006,533003.0,1,0,0,1,1,0,0,0,0,0,0,0,814,east godavari,visakhapatnam region,andhra pradesh,east godavari,visakhapatnam region,andhra pradesh,10.9245991655924,1832300.0,715.46,1832300.0,715.46,veritasfin,veritasfin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['finance', 'marketing', 'ip', 'sales', 'loans', 'sourcing', nan]",7
154,emp0176,dst,full time,graduate,2.0,banking,2.0,12000,referral,1000000,6,5.0,5,secured business loan,2022-03-14,6085,572102,572102.0,1,0,0,1,0,0,0,0,0,0,0,0,758,tumakuru,south karnataka region,karnataka,tumakuru,south karnataka region,karnataka,-1.0,2681449.0,253.0,2681449.0,253.0,IndusInd_Bank,indusind,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'construction', 'construction management']",3
155,emp0008,dst,full time,post graduate,4.0,nbfc,2.0,8000,consultant / partners,2000000,6,3.0,4,affordable housing,2022-03-03,6155,400043,400703.0,0,0,0,0,1,0,0,0,0,0,0,0,769,mumbai suburban,mumbai region,maharashtra,thane,navi mumbai region,maharashtra,8.691982740983963,9332481.0,21000.0,8070032.0,1915.0,Piramal_Capital_and_Housing_Finance_Limited,Piramal_Group,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'underwriting', 'analysis', 'real estate', 'networking', 'banking', nan]",9
156,emp0762,dst,,,3.5,nbfc,2.0,12000,referral,350000,4,,2,secured business loan,2023-02-01,6291,121003,121002.0,0,0,0,0,0,0,0,0,0,1,0,0,434,faridabad,divreportingcircle,haryana,faridabad,divreportingcircle,haryana,5.891601500924152,1798954.0,2298.0,1798954.0,2298.0,Naan,Naan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ip', 'sales', 'credit', 'charter', nan]",5
157,emp0323,dst,full time,post graduate,1.5,nbfc,6.0,12000,referral,150000,6,2.0,4,mass affluent housing,2022-04-18,6039,600088,600045.0,1,0,0,0,1,0,0,0,0,0,0,0,723,chennai,chennai city region,tamil nadu,chengalpattu,chennai city region,tamil nadu,11.698672663020805,7139882.0,17000.0,2556244.0,868.0,hdbfs,HDFC_Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['management', 'powerpoint', 'construction', 'finance', 'marketing', 'engineering', 'sales', 'financial services', 'microsoft word', 'autocad', 'communication', nan]",12
158,emp0242,dst,full time,post graduate,6.0,nbfc,2.0,8000,direct application,1000000,4,3.0,2,affordable housing,2023-09-02,6051,639004,639001.0,0,0,0,0,1,0,0,0,0,0,0,0,221,karur,"central region, trichirapalli",tamil nadu,karur,"central region, trichirapalli",tamil nadu,2.936805966657511,1076588.0,371.0,1076588.0,371.0,Edelweiss_Group,Edelweiss_Broking_Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['management', 'finance', 'ip', 'sql', 'sales', 'java', 'credit', 'sales management', 'communication', nan]",10
159,emp0361,dst,full time,graduate,5.0,banking,2.0,8000,referral,2000000,4,0.0,3,affordable housing,2023-04-17,6384,700126,700124.0,0,0,0,0,1,0,0,0,0,0,0,0,359,24 paraganas north,kolkata region,west bengal,24 paraganas north,kolkata region,west bengal,3.691434785028562,,,,,iprocess,zaubacorp,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['ip', 'sales', 'training', nan]",4
160,emp0537,dst,full time,post graduate,2.8,banking,2.0,0,consultant / partners,1000000,4,1.0,2,sales,2022-11-21,6221,713404,713101.0,0,0,0,1,0,1,0,0,0,0,0,0,506,purba bardhaman,south bengal region,west bengal,purba bardhaman,south bengal region,west bengal,33.35738121297091,4835532.0,890.0,4835532.0,890.0,Bandhan_Bank,Bandhan_Bank,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['management', 'ip', 'time management', 'sales']",4
161,emp0751,dst,full time,graduate,0.0,nbfc,0.0,8000,referral,1500000,6,,2,mass affluent housing,2023-02-02,6158,400612,410206.0,0,0,0,0,0,0,0,0,0,0,0,0,433,thane,navi mumbai region,maharashtra,raigad,navi mumbai region,maharashtra,21.99566581195912,8070032.0,1915.0,2635394.0,368.0,Naan,Naan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"['finance', 'ip', 'sales', 'communication', nan]",5
